,Texto,sentimiento
893,ya se aplica en argentina y hay muchos a los que les falta la segunda dosis oms aprobo el uso de la vacuna china sinopharm contra el covid-19,Positivo
894,"141  hola amigo socrates muchas gracias e igualmente para lo que resta del dia entre ayer y hoy pudimos lograr con mi senora recibir la segunda dosis de la vacuna contra covid 19 asi que deseandote lo mejor como siempre, un abrazo enorme amigo ",Positivo
895,"71421972   la vacuna no te inmuniza, crea anticuerpos para q el covid no sea tan letal como todas las demas vacunas existentes",Negativo
896,"soy de riesgo, padeci el confinamiento, tuve covid y lo pase para el orto 👎🏻 no es joda hoy llego el momento de la vacuna y sentir un poco mas de alivio que pase pronto, esto algun dia se tiene que terminar no aflojen 💪🏻 pandemia sputnikv vaccination",Negativo
897,"los ministerios de educacion y de salud publica informan que se habilitara en la plataforma  el link para que pudieran inscribirse, el personal auxiliar de establecimientos escolares para recibir la vacuna contra la covid-19",Negativo
898,"el que mas y mejor vacuna, el que mas testea, el que mejor controlo la pandemia de covid dejen de decir payasadas y empiecen a laburar",Negativo
899,buenos aires vacunate 🙌 en junin ya se vacunaron mas de 30 mil personas contra el covid-19 campana buenosairesvacunate mas 30mil aplicaciones vacuna juninenses regionsanitariaiii gestion periodismoenred,Negativo
900,ahora desde el vacunatorio de la utn ( en bahia blanca _gay junto a _bianco en videollamada con  y  la provincia de buenos aires supero 3000000 de aplicaciones de la vacuna contra el covid-19,Negativo
901,"y no podia amanecer mejor, a punto de ir a colocarme la primer dosis de la vacuna del covid al samco de laguna paiva💉😀",Negativo
902,tengo una duda onda si te aplicas la vacuna 💉 covid-19 y no publicas en tus historias no hacen efecto vacunacovid19,Negativo
903,amigos del poder q ya recibieron al menos una dosis de la vacuna contra el covid-19 militantes de la campora 🔳🔳🔳🔳🔳🔳🔳🔳🔳🔳100% funcionarios inutiles 🔳🔳🔳🔳🔳🔳🔳🔳🔳🔳100%familiares de funcionarios 🔳🔳🔳🔳🔳🔳🔳🔳🔳🔳100%y q sigan los exitos,Negativo
904,macrisinvergueenza macri cortesupremacorrupta larretacriminal frentedetodos esta vacuna llega mas rapido que la del covid nos vemos en unos meses kukas,Negativo
905,"llego el dia tan esperado, despues de haber pasado el covid, vino la vacuna rusa, siendo personal esencial no nos vacunaban , pero bueno es parte del pasadoahora inmunidad al 100%",Positivo
906,"coronavirus vacuna pfizer aca lo tenes, pfizer rechaza la liberacion de patentes de vacunas contra covid egoismo puro, parece todavia ""no hicieron el suficiente dinero"" en medio de una pandemia global boicot contra los medicamentos que fabrica este laboratorio miserable",Negativo
907,alguien me responde para que sirve la vacuna contra el covid-19 sus efectos plis,Negativo
908,"cuando me va a llegar el maldito turno para la vacuna contra el covid 😫🙄 todos los factores de riesgo los que conozco ya se vacunaron, y yo sigo esperando 🥺",Negativo
909,"hoy, el  junto a la secretaria de desarrollo social llevo a cabo un rastrillaje puerta a puerta desde tres puntos de acceso al barrio –de mas de 54 manzanas segun el renabap– con el objetivo de inscribir a los vecinos para que reciban la vacuna contra el covid-19 ",Negativo
910,acabo de escuchar que en febrero un grande del futbol grigol habia recibo la primera dosis de la vacuna covid pero murio por covid por una complicacion pulmonarsi hubiera recibido la segunda hubiera estado mas protegido como no se les cae la cara de verguenza mucha impunidad,Negativo
911,si manana el congreso vota y se incluye en el vademecum la vacuna para prevenir el covidque pasaria aquellos legos me deburran la idea,Negativo
912,"dr martin stryjewski jefe de uti del cemic: 10% de la poblacion tuvo covid, 15% recibio la primera dosis y solo el 2% recibio las 2 dosis muy poca gente protegida, urge mas vacuna se viene el frio",Negativo
913,"para la antitetanica, la de la hepatitis o la gripe tambien se desnudan o solo para la vacuna del covid",Positivo
914,"_org_ar me acredite para la vacuna anti covid en caba y en la pagina q publico pami, aun no me dieron turno",Negativo
915,la gente no entiende que la vacuna no te previene del covid 🤦‍♀️,Negativo
916,"charly garcia recibio la primer dosis de vacuna contra el covid si senores, hoy este pais es un poco mejor",Negativo
917,"anotate para la vacuna contra el covid-19 ya podes hacerlo desde el sitio oficial de la provincia de buenos aires,  en los caps y cav, la 3f ayuda a inscribirse a las personas que no tienen acceso a internet mas info 3f",Negativo
918,"me too 😂😂 ojo con la vacuna del covid cuando te la vayas a dar comenta tus, alergias👍💯",Negativo
919,"mientras tanto, mi vieja recibio la segunda dosis de su vacuna para covid, gratuitamente y en mi club emocion y agradecimiento con todos y todas los que cuidan la vida quienes renuevan nuestra esperanzacuando el amor vence al dolor, viene la belleza arriba, argentina✨🇦🇷",Positivo
920,"vas a ver el trabajo hermoso que hacen, con ganas y conviccion, para sostener esos espacios, que no solo hacen para comer, sino que informan sobre prevencion de covid y la importancia de la vacuna",Positivo
921,⚠️ es muy importante que respetes un intervalo de al menos 15 dias entre la aplicacion de la vacuna contra el covid-19 y la vacuna antigripalvacunacioncuidada ❤️,Positivo
922,esto es lo que la oposicion recidual macrista antivacuna no quiere ver los progresos del gobierno de alberto fernandez y cristina  kirchneravanza el acuerdo entre la local sinergium y el gobierno para fabricar la vacuna sinopharm,Negativo
923,que tendre que hacer para recibir mi vacuna  covid🤔🤫🤭soy personal de saludademas la franja de edad estoy🤔,Negativo
924,"🙋‍♀️hoy con  pasamos por el vacunatorio de river a saludar a los adultos mayores de entre 60 y 64 anos que con mucha emocion recibieron la primera dosis de la vacuna covid-19💪cada vacuna que llega, es una vacuna mas que se aplica a los que mas la necesitan",Positivo
925,🔹lxs companerxs que integran la mesa politica de tigre en conjunto con organizaciones companeras y la secretaria de salud local realizaron una nueva campana de buenosairesvacunate 🔴registraste podes hacerlo en  descargar la app vacunatepba,Negativo
926,"17982283 si tenes razon, pero he visto videos de supuestos capos que dicen que no es bueno vacunarse, y luego leo que papa de b schelotto la diputada catamarquena y otro que no recuerdo, murieron por covid no soy anti vacuna, pero solo me llamo la atencion",Negativo
927,a la vacuna contra el covid,Negativo
928,"muy lejos de ese escenario no estamos esta muy tensa la politica local, la bronca social con los gobiernos (con el que esta y los que se fueron tambien no se bajaron el sueldo en pandemia el vacuna gate, los decretos covid y el mal manejo de la pandemia, etc",Negativo
929,"desde  informan que los pacientes oncologicos pueden asistir al vacunatorio mas cercano con el certificado emitido por el medico solicitando la vacuna contra el covid-19, sin la necesidad de solicitar turno por alegramed",Negativo
930,"mi mama recibio la segunda dosis de la vacuna sinopharm contra el covid en un contexto de escases mundial y que algunos sectores buscan lucrar con la salud de la poblacion en pandemia, vacunarse es un privilegio gracias    y",Positivo
931,"con esta facha hoy nos aplicamos la segunda dosis de la vacuna, anda a buscarla adentro covid-19 🙏 en lanus este",Negativo
932, hablo del plan de aplicacion para la 2º dosis de las vacunas contra el covid-19te comparto la nota de  👇,Negativo
933,"que precario hablar de envidia es demasiado triste nadie envidia una vacuna, nadie envidia temer al covid yo tengo mi vacuna y porque alce mi voz en favor de otros, no soy envidiosa soy sensata y viajar viajo todo el tiempo eso me hace envidiar menos real, muy triste",Negativo
934,que increible la burocracia de este pais al dia de la fecha sigo sin recibir la vacuna de covid no por que sea yo pero es un poco de sentido comun trabajo en una escuela con albergue vivo con estudiantes todo el dia y toda la semana  y solamente seguimos por amor al trb,Negativo
935,lo importante es que retire los estudios cardiacos / sangre / placa de torax que me hice para ver que ondis el paso del covid por mi cuerpo y todo regio sabia decision haber sido voluntaria de la vacuna,Positivo
936,prioridad en la vacuna covid a las personas con discapacidadfirma la peticion  via,Positivo
937,"un paciente de alto riesgo perdio el turno de aplicacion vacuna covid x que se habia dado la de la gripe es diabetico, sin una pierna, marcapasos, hta, etc no lo llaman pese a estar registrado gracias",Negativo
938,"mama recibio la 2da dosis de la vacuna contra el covid-19 (sinopharm gracias a un gobierno del pueblo y para el pueblo que nos cuida, vuelve la esperanza de a poco 🔻✌nos sigamos cuidando entre todos, todas y todes",Negativo
939,"listo primera dosis vacuna contra el covid  covid_19  con la sputnikv  sputnik pedrooooo, mira quienes vinieron a visitarme en carrefour av la plata boedo san lorenzo",Positivo
940,"hoy despues de 15 dias de haberme colocado la vacuna contra la gripe, me vacunaron contra el covid 19, con astrazeneca",Positivo
941,a mi si me gusta que suban las fotos de sus abuelos y de sus viejos recibiendo la vacuna contra el covid en las redes sociales 😃❤,Negativo
942,"❤️ lxs companerxs del frenteterritorial visitaron a dora, una de las tantas vecinas de vicentelopez que ya recibio la vacuna contra covid-19 conversaron de como esta transitando la pandemia,como se sintio despues de la aplicacion, y le acercamos asesoria legal, anses y pami",Negativo
943,que es lo que parece estan haciendo con la vacuna covid-19ni la menor noticiasiguen siendo dirigentes estudiantiles pretenciosos e ignorantes,Negativo
944,organiza o desorganiza vacunacovid19 te anotas (porque estas cautivo de ellos en un google form  y despues ni noticias quiero mi vacuna covid_19  vos que imaginas 🤦🏽‍♂️,Negativo
945,"[hoy] este es el certificado 🙈 a mano, y testeo rapido x covid 19, en las rutas de la rioja mientras en miami elegis la vacuna en la playa, aca ni pa un certificado web 🙈3com",Negativo
946,"en plaza de  asisten a las personas, entre 40 y 59 anos, que necesitan el certificado de obesidad, grado ii y iii, para poder inscribirse para recibir la vacuna contra el covid una nutricionista saca el indice de masa corporal y realiza los certificados",Negativo
947,este tipo es un cara dura hdp   se fue a vacunar a eeuu y ademas de eso se cago en el pais que le otorga una vacuna falsificando un documento para subir a un avion y contagiar covid 19 deben extraditarlo y que cumpla el arresto en eeuu es una mierda de persona  5n,Negativo
948,"6 aunque estes vacunado,si viene una nueva cepa te vas a enfermar,es como la gripe todos los anos te tenes que vacunar con la vacuna nuevaen 1 ano el covid cambio 3 veces de cepas",Positivo
949,"5     consulto: para caba,  los de 50 a 60 anos, con morbilidades ya se pueden inscribir para la  vacuna contra covid-19",Positivo
950,"da la leve impresion de que el capitalismo neoliberal esta derrotando abrumadoramente al covidme parece que a los paises que siguen los lineamientos del foro de san pablo no les va tan bien pero a lo mejor me equivoco como el papa, que se dio la vacuna capitalista de pzifer",Negativo
951,"24com mama de 69 anos sin vacuna esta en el dia 14 desde pcr covid + y aun sigue con sintomas tos y cansancio,hasta cuandocuando podra vacunarse ahoraenamerica",Negativo
952,"5n   el ex gobernador de mendoza ,el anti vacuna anti cuarentena alfredo cornejo con covid, ocupa cama de hospital publico, teniendo obra social, vergonzoso",Negativo
953,"estoy de acuerdo con la presencialidad, de hecho trabajo en ambas modalidades pero necesitamos la vacuna, hace un mes tuve covid y la pase horrible, viajo en transporte publico como muchos de mis alumnos hay familias y ninos aislados, se trabaja con miedo",Negativo
954,79407977 si hablamos de los mismos jugadores la patologia fue x el covid y no por la vacuna,Negativo
955,capitalismo malo viva la patrea grandezurdosdemierdasegui esperando que ya llega tu vacuna,Negativo
956,curevac anuncia la posible aprobacion de su vacuna covid-19 en mayo,Negativo
957,"el polideportivo pomar donde se vacuna contra la gripe y tambien el parque olimpico, que junto a 14 clubes de barrio colaboran en el plan de vacunacion contra el covid-19",Positivo
958,soy roberto quisiera saber como ahora para anotarse  para la vacuna contra el covid,Positivo
